logradouro,nome_logradouro,bairro,zona,area,quartos,aluguel
rua,Barão Do Bananal, Vila Pompéia,oeste,54,2,2100
rua,Doutor Luiz Migliano, Jardim Caboré,oeste,96,2,4500
rua,Cônego Eugênio Leite, Pinheiros,oeste,50,1,2550
rua,João Moura, Pinheiros,oeste,100,2,2500
rua,Rumaica, Vila Ipojuca,oeste,100,2,2650
rua,João Gomes Júnior, Jardim Bonfiglioli,oeste,80,2,2400
rua,Joaquim Antunes, Pinheiros,oeste,80,2,2700
rua,Borges De Barros, Sumarezinho,oeste,100,3,3000
rua,Ministro Gastão Mesquita, Perdizes,oeste,129,3,3250
rua,Harmonia, Sumarezinho,oeste,89,2,5000
rua,Monte Alegre, Perdizes,oeste,93,3,2500
rua,João Miguel Jarra, Vila Madalena,oeste,60,2,3100
rua,Bartira, Perdizes,oeste,60,2,2356
rua,Mateus Grou, Pinheiros,oeste,120,3,5800
rua,Diana, Perdizes,oeste,80,2,2500
rua,Frei Inácio Da Conceição, Vila São Luís,oeste,15,1,1077
rua,Miralta, Alto De Pinheiros,oeste,120,2,3100
rua,Eugênio De Medeiros, Pinheiros,oeste,60,2,3800
rua,Aurélia, Vila Romana,oeste,90,2,1800
rua,Miguel Sevílio, Rio Pequeno,oeste,69,2,2100
rua,Theo Dutra, Jardim Colombo,oeste,95,3,2800
rua,Faustolo, Lapa,oeste,100,2,3800
rua,Amorim Castro, Vila São Luís,oeste,15,1,734
rua,Ipanguaçu, Instituto De Previdência,oeste,400,3,3200
rua,Eugênio De Medeiros, Pinheiros,oeste,60,2,5000
rua,Domingos Lopes Da Silva, Vila Suzana,oeste,38,1,1600
rua,Vicente Oropallo, Cidade São Francisco,oeste,111,3,2800
rua,Alves Guimarães, Pinheiros,oeste,58,1,3000
rua,Torres Da Barra, Água Branca,oeste,31,1,1700
rua,M.m.d.c, Butantã,oeste,60,2,3000
rua,Acuruá, Vila Romana,oeste,80,1,1800
rua,Caraíbas, Perdizes,oeste,152,3,4000
avenida,Nova Cantareira, Tucuruvi,norte,95,3,1814
avenida,Voluntarios Da Patria, Santana,norte,84,2,2170
avenida,Cônego José Salomon, Jardim Peri,norte,70,2,1200
avenida,Miguel Conejo, Vila Albertina,norte,130,4,3300
avenida,Elísio Teixeira Leite, Vila Brasilândia,norte,49,2,1650
avenida,Parada Pinto, Vila Nova Cachoeirinha,norte,69,3,2100
avenida,João Pessoa, Lauzane Paulista,norte,56,2,1600
avenida,Inajar De Souza, Limão,norte,48,2,2100
avenida,Basiléia, Lauzane Paulista,norte,52,2,1200
avenida,Álvaro Machado Pedrosa, Parada Inglesa,norte,77,3,2000
avenida,Direitos Humanos, Imirim,norte,77,3,1500
avenida,Álvaro Machado Pedrosa, Parada Inglesa,norte,67,2,1500
avenida,Elísio Teixeira Leite, Vila Brasilândia,norte,97,2,1600
avenida,Maestro Villa-lobos, Vila Gustavo,norte,70,2,1500
avenida,Imirim, Imirim,norte,32,1,850
avenida,Paulo Lincoln Do Valle Pontin, Jaçanã,norte,60,2,1500
avenida,Conceição, Vila Paiva,norte,33,1,1001
avenida,Santa Inês, Parque Mandaqui,norte,73,3,1700
avenida,Conceição, Carandiru,norte,70,2,2500
avenida,Raimundo Pereira De Magalhães, Freguesia Do Ó,norte,62,2,3200
avenida,Daniel Malettini, Vila Aurora,norte,70,3,1400
avenida,Sebastião Henriques, Jardim Peri,norte,56,1,1400
avenida,Leôncio De Magalhães, Jardim São Paulo,norte,60,1,1355
avenida,Jardim Japão, Jardim Brasil,norte,36,1,860
avenida,Ultramarino, Lauzane Paulista,norte,70,2,1316
avenida,Casa Verde,"
                2.200",norte,90,,2200
avenida,Sargento Miguel De Sousa Filho, Jardim Japão,norte,80,2,1300
avenida,Cônego José Salomon, Vila Portugal,norte,69,2,1100
avenida,Mazzei, Vila Mazzei,norte,58,2,1400
avenida,Guapira, Tucuruvi,norte,42,1,1600
avenida,Parada Pinto, Vila Nova Cachoeirinha,norte,72,3,1400
avenida,Deputado Emílio Carlos, Limão,norte,63,2,1390
avenida,Jardim Japão, Jardim Brasil,norte,36,1,968
avenida,Milton Da Rocha, Vila Sabrina,norte,40,1,1100
avenida,Nova Cantareira, Tucuruvi,norte,92,3,3100
avenida,Santa Inês, Parque Mandaqui,norte,65,3,1450
avenida,Itaberaba, Itaberaba,norte,150,3,2700
avenida,José Maria Fernandes, Parque Novo Mundo,norte,58,2,1500
avenida,Milton Da Rocha, Vila Sabrina,norte,40,1,1100
avenida,Milton Da Rocha, Vila Sabrina,norte,40,1,1000
avenida,Serafim Gonçalves Pereira, Parque Novo Mundo,norte,60,3,2040
avenida,Júlio Buono, Vila Gustavo,norte,60,2,2600
avenida,Imirim, Imirim,norte,55,2,1800
avenida,Ultramarino, Lauzane Paulista,norte,57,2,2200
avenida,Lasar Segall, Vila Celeste,norte,105,2,2100
avenida,Celso Garcia, Jardim Brasília (zona Norte),norte,70,2,2200
avenida,Ordem E Progresso, Jardim Das Laranjeiras,norte,100,3,1850
avenida,Alfredo Zunkeller, Parque Mandaqui,norte,77,3,1853
avenida,Maestro Villa-lobos, Vila Gustavo,norte,60,3,2300
avenida,Paula Ferreira, Freguesia Do Ó,norte,89,2,2250
avenida,Doná Blandina Ignêz Júlio, Jardim Peri,norte,72,2,1700
avenida,Nossa Senhora Do Loreto, Vila Medeiros,norte,63,2,1600
avenida,Conceição, Carandiru,norte,150,3,3500
avenida,Professora Virgília Rodrigues Alves De Carvalho Pinto, Jardim Leonor Mendes De Barros,norte,50,2,1790
avenida,Daniel Malettini, Vila Aurora,norte,71,3,2040
avenida,Giovanni Gronchi, Vila Andrade,sul,60,2,1500
avenida,Mascote, Vila Mascote,sul,67,2,2300
avenida,Francisco Rodrigues, Vila Constança,sul,30,1,900
avenida,General Valdomiro De Lima, Jabaquara,sul,35,1,1270
avenida,Ibirapuera, Indianópolis,sul,27,1,1100
avenida,Benigno Carrera, Vila Campestre,sul,35,1,900
avenida,Doutor Cardoso De Melo, Vila Olímpia,sul,85,2,3400
avenida,Francisco Nóbrega Barbosa, Parque Alves De Lima,sul,75,2,2400
avenida,Fagundes Filho, Vila Monte Alegre,sul,50,2,1700
avenida,Carlos Liviero, Vila Liviero,sul,56,2,1650
avenida,Damasceno Vieira, Vila Mascote,sul,32,1,1500
avenida,Doutor Altino Arantes, Vila Clementino,sul,126,3,2400
avenida,Fagundes Filho, Vila Monte Alegre,sul,50,2,1800
avenida,Coronel José Píres De Andrade, Vila Moinho Velho,sul,86,2,3960
avenida,Vereador José Diniz, Santo Amaro,sul,43,1,5200
avenida,Giovanni Gronchi, Vila Andrade,sul,63,3,1780
avenida,Agami, Moema,sul,96,2,3500
avenida,Cupecê, Jardim Prudência,sul,37,1,1450
avenida,Dos Carinás, Indianópolis,sul,63,2,3200
avenida,Nove De Julho, Jardim Paulista,sul,110,3,4000
avenida,Professor Alceu Maynard Araújo, Vila Cruzeiro,sul,81,2,5200
avenida,Professor Francisco Morato, Vila Sônia,sul,80,3,3600
avenida,Senador Vitorino Freire, Jardim Melo,sul,52,2,1700
avenida,Engenheiro Armando De Arruda Pereira, Jabaquara,sul,59,2,1762
avenida,Lacerda Franco, Cambuci,sul,68,2,1500
avenida,Rouxinol, Indianópolis,sul,100,2,2990
avenida,Rouxinol, Indianópolis,sul,96,2,4100
avenida,Santo Albano, Vila Vera,sul,40,1,1352
avenida,Aratãs, Indianópolis,sul,37,1,3700
avenida,Brigadeiro Luís Antônio, Jardim Paulista,sul,105,3,3751
avenida,Cupecê, Jardim Prudência,sul,70,2,1973
avenida,Odila, Planalto Paulista,sul,70,2,1900
avenida,Brigadeiro Luís Antônio, Jardim Paulista,sul,50,1,2100
avenida,Senador Casimiro Da Rocha, Mirandópolis,sul,84,2,2608
avenida,Professor Alceu Maynard Araújo, Vila Cruzeiro,sul,95,2,3300
avenida,Odila, Planalto Paulista,sul,200,3,4300
avenida,Macuco, Moema,sul,60,2,2600
avenida,Nhandú, Planalto Paulista,sul,15,1,1200
avenida,Aratãs, Indianópolis,sul,150,3,5000
avenida,Nove De Julho, Jardim Paulista,sul,98,2,4000
avenida,Nossa Senhora De Sabará, Pedreira,sul,47,2,1471
avenida,Professor Alceu Maynard Araújo, Vila Cruzeiro,sul,90,3,2800
avenida,Ramalho Ortigão, Vila Gumercindo,sul,67,2,2670
avenida,Santo Amaro, Vila Nova Conceição,sul,34,1,3500
avenida,Macuco, Moema,sul,198,3,5634
avenida,Bosque Da Saúde, Saúde,sul,55,2,1960
avenida,Professor Alceu Maynard Araújo, Vila Cruzeiro,sul,86,3,2950
avenida,Padre José Maria, Santo Amaro,sul,85,3,2700
avenida,Ibijaú, Moema,sul,69,1,6500
avenida,Pavão, Indianópolis,sul,45,1,2500
avenida,Presidente Juscelino Kubitschek, Vila Nova Conceição,sul,88,2,9000
avenida,Cotovia, Indianópolis,sul,110,2,6350
avenida,Leonardo Da Vinci, Vila Guarani (z Sul),sul,65,2,1400
avenida,Conselheiro Rodrigues Alves, Vila Mariana,sul,100,2,3500
avenida,Moaci, Planalto Paulista,sul,85,2,3060
avenida,Jacutinga, Indianópolis,sul,130,3,6200
avenida,Atlântica, Jardim América,sul,130,4,8900
avenida,Jabaquara, Mirandópolis,sul,31,1,2500
avenida,Nossa Senhora Do Sabará, Vila Sofia,sul,70,2,2700
avenida,Do Barro Branco, Vila Do Encontro,sul,63,2,1400
avenida,Giovanni Gronchi, Vila Andrade,sul,67,2,1600
avenida,Dos Carinás, Indianópolis,sul,25,1,3500
avenida,Engenheiro Armando De Arruda Pereira, Vila Do Encontro,sul,64,2,3000
avenida,Lacerda Franco, Cambuci,sul,58,2,3500
avenida,Ibiúna, Vila Aricanduva,leste,65,2,1100
avenida,Professor Luiz Ignácio Anhaia Mello, Vila Divina Pastora,leste,63,3,1200
avenida,Boturussu, Parque Boturussu,leste,100,2,1650
avenida,Doutor Francisco Mesquita, Jardim Ibitirama,leste,35,1,1725
avenida,Doutor Assis Ribeiro, Engenheiro Goulart,leste,50,2,1300
avenida,Regente Feijó, Vila Regente Feijó,leste,55,1,4400
avenida,Conselheiro Carrão, Vila Carrão,leste,55,2,2100
avenida,Celso Garcia, Tatuapé,leste,290,4,3200
avenida,Conselheiro Carrão, Chácara Califórnia,leste,54,2,1322
avenida,Vila Ema, Vila Prudente,leste,70,3,2061
avenida,Montemagno, Vila Formosa,leste,40,1,1100
avenida,Doutor Francisco Mesquita, Quinta Da Paineira,leste,38,1,1886
avenida,Napoleão, Vila Nova Savoia,leste,70,2,1600
avenida,Doutor Orêncio Vidigal, Vila Carlos De Campos,leste,75,3,2123
avenida,Doutor Francisco Mesquita, Quinta Da Paineira,leste,36,1,1319
avenida,Teresa Paulo, Lajeado,leste,240,4,3407
avenida,Jaime Torres, Jardim Popular,leste,320,3,3500
avenida,Melchert,  439,leste,39,2,1500
avenida,Inconfidência Mineira, Vila Antonieta,leste,30,1,864
avenida,Gabriela Mistral, Penha De Franca,leste,50,2,1500
avenida,Conselheiro Carrão, Vila Carrão,leste,63,2,1600
avenida,Cangaíba, Cangaíba,leste,600,,10000
avenida,Vila Ema, Vila Ema,leste,65,3,1700
avenida,Padre Gregório Mafra, Vila Taquari,leste,45,2,1030
avenida,Doutor Francisco Mesquita, Quinta Da Paineira,leste,45,2,1500
avenida,Israel Fonseca, Vila Fátima,leste,68,2,1100
avenida,Conselheiro Carrão, Vila Carrão,leste,54,2,1300
avenida,Doutor Francisco Mesquita, Quinta Da Paineira,leste,35,1,1150
avenida,São Miguel, Vila Norma,leste,883,,7000
avenida,Paes De Barros, Moóca,leste,150,3,3000
avenida,Cipriano Rodrigues, Vila Formosa,leste,65,3,1800
avenida,Marcondes De Brito, Chácara Seis De Outubro,leste,80,3,1760
avenida,Regente Feijó, Vila Regente Feijó,leste,55,1,4200
avenida,Olga Fadel Abarca, Jardim Santa Terezinha (zona Leste),leste,35,1,1400
avenida,Vila Ema, Vila Ema,leste,64,3,1900
avenida,Dos Minuanos, Vila Aricanduva,leste,49,2,1350
avenida,Vila Ema, Vila Prudente,leste,62,2,1800
avenida,Trumain, Vila Formosa,leste,240,4,3900
avenida,Celso Garcia, Tatuapé,leste,170,2,2500
avenida,Álvaro Ramos, Chácara Belenzinho,leste,35,1,1500
avenida,Vereador José Diniz, Alto Da Mooca,leste,120,4,3200
avenida,Do Anastacio, City América,oeste,63,3,1500
avenida,Sumaré, Perdizes,oeste,105,2,2100
avenida,Sumaré, Perdizes,oeste,115,3,2700
avenida,Doutor Gastão Vidigal, Vila Leopoldina,oeste,93,2,3800
avenida,Kenkiti Simomoto, Jaguaré,oeste,56,2,1720
avenida,Doutor Guilherme Dumont Villares, Jardim Londrina,oeste,90,3,2900
avenida,Padre Antônio José Dos Santos, Cidade Moncoes,oeste,63,2,2739
avenida,João Caiaffa, Jardim Taboão,oeste,40,2,1400
avenida,Interlagos, Jardim Umuarama,oeste,180,2,2300
avenida,José Galante, Vila Suzana,oeste,500,4,10000
avenida,Anastácio, City América,oeste,51,2,2450
avenida,Doutor João Guimarães, Jardim Taboão,oeste,70,2,900
avenida,Engenheiro Luiz Carlos Berrini, Cidade Moncoes,oeste,87,2,6100
avenida,Pompéia, Vila Pompéia,oeste,56,2,4023
avenida,Imperatriz Leopoldina, Vila Leopoldina,oeste,45,1,1524
avenida,Albert Bartholome, Jardim Das Vertentes,oeste,64,2,2700
avenida,Marquês De São Vicente, Água Branca,oeste,76,2,3900
avenida,Diógenes Ribeiro De Lima, Alto Da Lapa,oeste,84,2,3100
avenida,Albert Bartholome, Jardim Das Vertentes,oeste,83,3,2962
avenida,Nossa Senhora Da Assunção, Vila Butantã,oeste,59,2,2266
avenida,Interlagos, Jardim Umuarama,oeste,73,3,2930
avenida,Padre Antônio José Dos Santos, Cidade Moncoes,oeste,38,1,2250
avenida,Mofarrej, Vila Leopoldina,oeste,70,1,3795
avenida,Rebouças, Pinheiros,oeste,37,1,4350
avenida,Rebouças, Pinheiros,oeste,23,1,3200
avenida,Santa Marina, Água Branca,oeste,65,3,2500
avenida,Nossa Senhora Da Assunção, Vila Butantã,oeste,17,1,800
avenida,Otacílio Tomanik, Vila Polopoli,oeste,74,2,2000
avenida,Raimundo Pereira De Magalhães, Jardim Íris,oeste,70,3,1200
avenida,Afrânio Peixoto, Butantã,oeste,10,1,953
avenida,Raimundo Pereira De Magalhães, Alto Da Lapa,oeste,59,2,1900
avenida,Raimundo Pereira De Magalhães 1720, Jardim Íris,oeste,50,2,1560
avenida,Imperatriz Leopoldina, Vila Leopoldina,oeste,27,1,993
avenida,Professor Lucas De Assunção, Jardim Bonfiglioli,oeste,45,1,1550
avenida,Cardeal Motta 343, Vila Fiat Lux,oeste,79,3,2100
avenida,Corifeu De Azevedo Marques, Butantã,oeste,13,1,1539
avenida,São Remo, Vila Butantã,oeste,55,3,1300
avenida,Mofarrej, Vila Leopoldina,oeste,70,1,3600
avenida,Otacílio Tomanik, Vila Polopoli,oeste,58,2,2100
avenida,Raimundo Pereira De Magalhães, Jardim Íris,oeste,55,2,1400
avenida,Paula Ferreira, Vila Pirituba,oeste,61,2,1790
avenida,Do Anastácio, City América,oeste,150,2,2062
avenida,Miguel Frias E Vasconcelos, 756 - Jaguare,oeste,78,3,2950
avenida,Professor Lucas De Assunção, Jardim Bonfiglioli,oeste,55,2,1890
avenida,Rebouças, Pinheiros,oeste,90,3,5000
avenida,Mofarrej, Vila Leopoldina,oeste,74,1,3000
alameda,Afonso Schmidt, Santa Teresinha,norte,30,1,916
alameda,Joaquim Eugênio De Lima, Jardim Paulistano (zona Norte),norte,50,1,2225
alameda,Afonso Schmidt, Santa Teresinha,norte,68,2,2200
alameda,Franca, Jardim Paulista,sul,230,3,8500
alameda,Jaú, Jardim Paulista,sul,60,2,3000
alameda,Campinas, Jardim Paulista,sul,27,1,1600
alameda,Itu, Jardim Paulista,sul,44,1,2900
alameda,Jaú, Jardim Paulista,sul,155,3,2900
alameda,Casa Branca, Jardim Paulista,sul,40,1,3100
alameda,Campinas, Jardim Paulista,sul,32,1,2090
alameda,Araés, Planalto Paulista,sul,90,2,2400
alameda,Dos Arapanés, Indianópolis,sul,76,1,2700
alameda,Dos Arapanés, Moema,sul,185,4,15000
alameda,Fernão Cardim, Jardim Paulista,sul,105,2,5000
alameda,Dos Maracatins, Indianópolis,sul,103,4,6000
alameda,Dos Tacaúnas, Lajeado,leste,156,3,3350
alameda,Eduardo Prado, Retiro Morumbi,oeste,75,2,1495
praca,Rafael Mendes De Carvalho, Jardim Paraíso,norte,50,1,850
praca,Delegado Amoroso Neto, Jardim Das Laranjeiras,norte,70,2,1417
praca,Nami Jafet, Ipiranga,sul,62,2,2500
praca,Roberto Mendes, Jardim Matarazzo,leste,120,3,1800
praca,São Domingos Do Prata, Cidade Patriarca,leste,34,1,1300
praca,Santo Atanásio, Vila Formosa,leste,650,3,12000
praca,Japuba, Vila Madalena,oeste,65,2,2500
praca,General Gentil Falcão, Cidade Moncoes,oeste,80,2,3000
praca,Santo Epifânio, Vila Indiana,oeste,18,1,1400
praca,Barão De São Borja, Vila Anglo Brasileira,oeste,22,1,900
praca,General Porto Carreiro, Jaguaré,oeste,74,3,2186
praca,Japuba, Vila Madalena,oeste,57,2,3360
praca,Sebastião Gil, Pinheiros,oeste,38,1,2500
avenida,Conceição, Vila Paiva,norte,55,2,2134
avenida,Do Guacá, Lauzane Paulista,norte,57,2,1731
avenida,Nossa Senhora Do Loreto 237, Vila Medeiros,norte,35,1,1100
avenida,Mofarrej, Jardim Peri,norte,94,2,2950
avenida,Paranaguá, Jardim Matarazzo,leste,55,2,995
avenida,Professor Luiz Ignácio Anhaia Mello, Vila Ema,leste,65,3,1637
avenida,Imperatriz Leopoldina 1248, Vila Leopoldina,oeste,38,,1600
avenida,Eliseu De Almeida 2000, Butantã,oeste,240,3,21000
avenida,Eliseu De Almeida 2000, Butantã,oeste,240,3,25000
avenida,Francisco Matarazzo, Água Branca,oeste,44,1,1200
avenida,Raimundo Pereira De Magalhães, Jardim Íris,oeste,52,2,1100
rua,Nova Orleans, Brooklin Paulista,sul,100,3,4354
rua,Ouro Fino, Parque Penha,leste,60,2,1355
rua,Vilela, 652,leste,40,,2750
rua,Visc. De Parnaíba, 1046 - Brás,leste,62,2,2300
rua,Monte Alegre, Perdizes,oeste,135,4,3800
rua,Euclídes De Andrade, Jardim Vera Cruz,oeste,67,2,5200
,Braz Leme, Santana,norte,105,3,3000
,Guapira, Tucuruvi,norte,386,,11000
,Nossa Senhora Do Sabará, Vila Santana,leste,50,,1500
,Corifeu De Azevedo Marques, Butantã,oeste,455,,13500
,Marília, São Paulo Zona Leste,leste,70,2,1400
,Keralux, São Paulo Zona Leste,leste,26745,,160000
,Ester, São Paulo Zona Oeste,oeste,300,,5000
,São Jorge (raposo Tavares), São Paulo Zona Oeste,oeste,300,,7500
